The evolution of Spanish urban structure during the twentieth century,11839968022103943063,2003,e
Urbanization in transforming economies,14044884037349844655,1999,th
The size distribution across all cities–double Pareto lognormal strikes,2329825130637771672,2010,mo
City size distribution across the OECD: Does the definition of cities matter?,13845426347877177075,2016,e
The emergence of cities: complexity and urban dynamics,10937307034282975523,2003,th
 Wage differentials and the spatial concentration of high‐technology industries,13649841736318678281,2009,mo
Cities and development,1512326282287568792,2010,mo
" Urbanization, Economic Geography, and Growth∗",7173528456662247486,NA,mo
Essays in regional and complex urban economics,16324585344039987582,2013,th
Zipf's law for Chinese cities: Rolling sample regressions,3408864705930728638,2010,e
Incomplete market dynamics and cross-sectional distributions,4438002746083149967,2014,mo
Surveying models in urban land studies,12461509638138559389,2012,th
A century of the evolution of the urban system in Brazil,18400991372826600499,2013,e
City size distributions as a consequence of the growth process,3556081881861560263,2002,mo
Urban hierarchies and city growth in the Balkans,3186561041591932150,2009,e
Urban growth and housing supply,963601000580977866,2006,e
Gravity model explained by the radiation model on a population landscape,2279343825808783308,2019,mo
Threshold transitions in a regional urban system,13954763461646265357,2011,e
 16. The Rise and Decline of the General Laws of Capitalism,17090721728215126780,2017,th
"Summing small cities does not make a large city: Polycentric urban regions and the provision of cultural, leisure and sports amenities",4862302888576039937,2008,e
Analyzing urbanization data using rural–urban interaction model and logistic growth model,10853383867421790517,2014,e
The influence of urban morphology on the resilience of cities following an earthquake,3295324966751059112,2013,e
Spatial structure and productivity in European regions,1368480291410211486,2022,e
 Regional and urban economics and economic development: theory and methods,9955629568711713814,2017,th
MetaZipf. A dynamic meta-analysis of city size distributions,7031562101522813712,2017,th
Zipf's law for cities and beyond: The case of Denmark,9307154354083878062,2001,e
Confronting the Mystery of Urban Hierarchy,5080684858198673899,1996,th
Spatial sorting,7822266699093525511,2014,th
"Population, light, and the size distribution of cities",12166848648026274484,2021,e
Urbanization and growth,16222444835127913158,2005,mo
 A new ranking of the world's largest cities—Do administrative units obscure morphological realities?,14734341817546879314,2019,e
Quelle est la nature de la croissance urbaine indienne?,11835912726068612021,2010,e
 Objets géographiques et processus de changement: approches spatio-temporelles,11048332309244664407,2014,th
Labour productivity in Auckland firms,4823269006930384760,2008,e
"Distance, land, and proximity: economic analysis and the evolution of cities",16134729832321180761,1999,mo
 Trinity Economics Papers,6356528913610466293,2013,th
Robust estimation of the Pareto tail index: a Monte Carlo analysis,11648763040661139575,2016,me
Research on China's urban development strategy based on arable land preservation,13247495747706692492,2011,e
 行政区划调整与人口城市化: 来自撤县设区的经验证据,12219521608294496091,NA,NA
The size distribution across all Cities: a unifying approach,4927184379913422217,2012,mo
A review on the characterization of signals and systems by power law distributions,10248906330571031633,2015,th
The geography of the European creative class: A rank-size analysis,13716898790068749712,2007,e
Network structure of production,13934023090007143367,2011,e
"On the parametric description of the French, German, Italian and Spanish city size distributions",9686924356734392122,2015,e
Complexity in urban development and management: Historical overview and opportunities,10376637079890458166,2009,th
 The evolution of Zipf's Law for US cities,5935752908214206170,2020,e
From imitation to innovation: Where is all that Chinese R&D going?,11686758663378105159,2022,e
" Trade openness, urban concentration and city-size growth in Turkey",16381960570071028705,2015,e
Meeting strangers and friends of friends: How random are social networks?,5688106899297293794,2007,e
 Urban growth: an approach,17842264686808763019,2012,mo
Constructing multi-level urban clusters based on population distributions and interactions,1818309294556321272,2023,mo
 The distribution of city sizes in Turkey: A failure of Zipf's law due to concavity,2947072062723409736,2021,e
Geographic automata systems,3351927862062134563,2005,th
The size distribution of cities and determinants of city growth in Turkey,17767292882482977586,2013,e
 中国农村改革与变迁: 30 年历程和经验分析,13463462232913723867,2008,NA
Complex landscapes of spatial interaction,14899094039359228098,2001,th
"Growth in a cross-section of cities: location, increasing returns or random growth?",8968276608392794848,2015,me
Urban land area and population growth: A new scaling relationship for metropolitan expansion,8096684358593624104,2007,e
"Spatial and temporal patterns in civil violence: Guatemala, 1977–1986",4545997100305603584,2002,e
Urbanization and industrial development in China,758254039027277194,2017,e
Simulating urban expansion using cellular automata model with spatiotemporally explicit representation of urban demand,922704202436232574,2023,mo
A thematic history of urban economic analysis ,3647599831074854745,2000,th
 Exploring creativity and urban development with agent-based modeling,15400737765518915982,2015,mo
 Urban spatial structure and economic growth in US metropolitan areas,12855525173863551714,2007,e
Dependency and urban growth: a critical review and reformulation of the concepts of primacy and rank-size,16691833357411225892,1981,th
The formation and growth of specialized cities: efficiency without developers or Malthusian traps,14736714376569017154,2005,mo
"Energie, territoire et Path dependence: enjeux spaciaux et territoriaux d'une déclinaison régionale de la transition énergétique en Provenc-Alpes-Côte d'Azur",12340118650913116341,2016,e
Measuring the size and growth of cities using nighttime light,12027568223921912759,2021,me
The area and population of cities: New insights from a different perspective on cities,18189181359021083740,2011,me
 Chinatown in Britain: Diffusions and concentrations of the British new wave Chinese immigration,14910781089389242560,2008,e
Scaling invariant distributions of firms' exit in OECD countries,5436682655025193581,2004,e
Inside the metropolis: the articulation of Spanish metropolitan areas into local labor markets,1005380173684218680,2015,e
Growth and location of economic activity: The spatial dynamics of industries in Canada 1971–2001,17654278939385096437,2006,e
Central place theory: An evaluation,483174162351553891,2017,mo
Gibrat's law and the growth of cities in Brazil: A panel data investigation,10147763170169891138,2004,e
The resilient city: on the determinants of successful urban economies,64958387451487450,2010,th
Spatial distribution of tourism activities: A polya urn process model of rank-size distribution,10491219737189701849,2020,mo
Why are large cities faster? Universal scaling and self-similarity in urban organization and dynamics,14025772712398782069,2008,mo
A unified theory of firm selection and growth,7485328013866882711,2016,mo
 Regional socio-economic transformation in Brazil,10103273067749955419,2012,e
Recent advances in urban system science: Models and data,3037091867816596395,2022,th
Evolution of China's city-size distribution: empirical evidence from 1949 to 2008,15752575900558749782,2013,e
Wealth heterogeneity and the income elasticity of migration,1872881971194416657,2017,mo
Zipf's law for cities: an explanation,2469647782694819285,1999,mo
 The renaissance in regional research,18193331047668000125,2002,th
Modeling cities,17923920021450039023,2019,th
A dynamic spatial knowledge economy,2466137513521927340,2023,th
Theories of systems of cities,9138480259309531044,2004,th
 Statistical theory of rank size rule regression under pareto distribution,11059925913409800271,NA,mo
Maritime networks as systems of cities: The long-term interdependencies between global shipping flows and urban development (1890–2010),14028399761474172361,2018,e
"Regional specialization, urban hierarchy, and commuting costs",355102468169183460,2006,mo
The organization of urban systems,4462795313765709244,2009,mo
" New Forces Of Development, The: Territorial Policy For Endogenous Development",4312908350367698183,2010,th
Distributions of city sizes in Mexico during the 20th century,6575442406352627855,2015,e
Industry churning and the evolution of cities: Evidence for Germany,10905919304133853031,2008,e
Bankruptcy risk model and empirical tests,18280331316044826611,2010,mo
"Organizational capital, corporate leadership, and firm dynamics",15068757679237886512,2022,mo
 De la forme urbaine à la structure métropolitaine: une typologie de la configuration interne des densités pour les principales métropoles européennes de l' …,5445936585453136689,2015,e
Spatial and temporal dimensions of urban expansion in China,16618629652587343361,2015,e
The impact of the European Union integration on the city size distribution of the Member States,3525496268563552914,2017,e
Cities and national economic growth: a reappraisal,3217137626700023462,2005,th
Are mega-cities wrecking urban hierarchies? A cross-national study on the evolution of city-size distribution,5412511169345522592,2021,e
Urban evolution in the USA,17105431925467416135,2003,e
"Self-employment and job generation in metropolitan areas, 1969–2009",15516775807103268545,2015,e
Spinoffs and clustering,13083747675758576177,2016,mo
How congestion shapes cities: from mobility patterns to scaling,12960453337960404724,2014,mo
The future of India's urbanization,10176450367707757695,2014,th
"What is different about urbanization in rich and poor countries? Cities in Brazil, China, India and the United States",16343865376626570030,2017,e
 The new science of cities,4717128992502310138,2013,th
Urban accounting and welfare,6184409181970337823,2013,th
"The urban growth, size distribution and spatio-temporal dynamic pattern of the Yangtze River Delta megalopolitan region, China",12493697812811729625,2011,e
 The distribution of wealth and redistributive policies,6541454531948910513,2006,mo
On Zipf's law and the bias of Zipf regressions,13953036512587167054,2021,me
Establishment size dynamics in the aggregate economy,15055850697042224876,2007,mo
Employment deconcentration: a new perspective on America's postwar urban evolution,6051497474175241334,2002,e
The mathematical relationship between Zipf's law and the hierarchical scaling law,12699996554641881038,2012,me
Beyond the power law–a new approach to analyze city size distributions,18033575835352095601,2007,mo
Lost in space: population growth in the American hinterlands and small cities,14343482099290311303,2008,e
 Empowering urban governance through urban science: Multi-scale dynamics of urban systems worldwide,14984114116196901616,2020,e
 The economics of social networks,11166111547942016729,2006,th
"Пространственное развитие городов России: теория, анализ, моделирование : монография",4216088244791449313,2021,NA
A new economic geography model of central places,6913195564062668362,2011,mo
Projecting global urban land expansion and heat island intensification through 2050,14363677741339472861,2019,e
Searching for the parallel growth of cities in China,11622974453835595105,2013,e
"Cities, skills and regional change",4777841587902168562,2014,mo
Systèmes de villes et niveaux d'organisation,13829101603307372136,2006,th
Развитие городской системы России: тенденции и факторы,6402773929732878097,2014,NA
Gibrat Revisited: An Urban Growth Model Incorporating Spatial Interaction and Innovation Cycles. 再评吉尔布瑞特: 顾及空间相互作用和创新周期的城市增长模型,9757046959040425687,2011,mo
 Systemic analysis of food supply and distribution systems in city-region systems—an examination of FAO's policy guidelines towards sustainable agri-food …,16710635115729029592,2016,e
Why history (still) matters: Time and temporality in urban political analysis,13876920386891977401,2012,th
Zipf's law in importance of genes for cancer classification using microarray data,3514440626393970124,2002,NA
The intensity and shape of inequality: the ABG method of distributional analysis,12762339443978347013,2016,me
Spatial interactions among US cities: 1900–1990,17665250181620593563,2001,e
 Size distributions for all cities: Which one is best?,3511570564406731796,2015,me
Alonso and the scaling of urban profiles,10292142219124259706,2020,mo
Is the Zipf law spurious in explaining city-size distributions?,8956471524547588578,2006,me
" Spatio-temporal patterns and policy implications of urban land expansion in metropolitan areas: A case study of Wuhan urban agglomeration, central China",14189591555669886554,2014,e
The city size distribution debate: Resolution for US urban regions and megalopolitan areas,5495650982405691136,2012,e
Strategy for investments from Zipf law (s),2770570808389837793,2003,mo
Alternative explanations of hierarchical differentiation in urban systems,5665898058354109834,2006,mo
Ecological rationality,6567210622818695842,2025,th
Innovation across cities,6908161071628125862,2018,th
Exploring the level of urbanization based on Zipf's scaling exponent,9553968215087528863,2021,e
Zipf's law and world military expenditures,10200558924835710089,2016,e
The strategic bombing of German cities during World War II and its impact on city growth,4963288293943229364,2004,e
Urban systems: Understanding and predicting the spatial distribution of China's population,16746459614349599176,2021,mo
China's rapid urban ascent: An examination into the components of urban growth,587982673981086787,2018,e
 Cities: Engines of growth and prosperity for developing countries?,2344402690372021769,2008,e
Response to urban land scarcity in growing megacities: Urban containment or inter-city connection?,4059262465895497307,2020,e
Market penetration costs and the new consumers margin in international trade,957090460311684292,2010,mo
Zipf's law for cities: an empirical examination,12589419581693689921,2003,e
Analysis of industrial dynamics: A note on the relationship between firms' size and growth rate,1052675405269328432,2007,mo
 Spatial and Temporal Evolution Characteristics of China's City Size Distribution Based on New Criteria,18246268752694406823,2022,e
"Allometric scaling, size distribution and pattern formation of natural cities",13066099949658778669,2015,mo
 Spatial and temporal evolution of urban systems in China during rapid urbanization,2847761506928608443,2016,e
Introduction. Urban networks and network theory: the city as the connector of multiple networks,506550792123805934,2010,th
"Power laws, discontinuities and regional city size distributions",16183768545759124640,2008,mo
"Diversity of firm sizes, complexity, and industry structure in the Chinese economy",9254088563645568785,2016,e
BUSINESS CYCLE FLUCTUATIONS AND FIRMS'SIZE DISTRIBUTION DYNAMICS,3403669525689691854,2004,e
US city-size distribution and space,7680580533180403667,2019,e
Urban growth in Indian cities: Are the driving forces really changing?,10545882473587902223,2017,e
The geometry of the distance coefficient in gravity equations in international trade,574520812645015281,2016,mo
The Pareto-positive stable distribution: A new descriptive model for city size data,4523928436989348615,2009,mo
Smart café cities: Testing human capital externalities in the Boston metropolitan area,16597599783823970749,2007,e
Multi-agent system modelling for urban systems: The series of simpop models,16104997879998696343,2011,th
Change and persistence in the economic status of neighborhoods and cities,3699705511233566626,2015,e
Urban structure and growth,16941157655962889559,2007,mo
The evolutionary mechanism of China's urban network from 1997 to 2015: An analysis of air passenger flows,6245037582160828827,2021,e
Similarities and differences of city-size distributions in three main urban agglomerations of China from 1992 to 2015: A comparative study based on nighttime light data,4782422632555792180,2017,e
 Les systèmes urbains français: une approche relationnelle,2136560901583676884,2017,e
The economic approach to optimal city size,7248836124928129970,1991,mo
Trends in sizes and structures of urban areas,17901916226837132669,1999,e
"Dynamics in the polycentric development of Chinese cities, 2001-2016",8396947300918895821,2022,e
A new regression-based tail index estimator,7033811968364915812,2019,me
 中国城市体系等级结构及其空间格局,224413875031705584,2014,NA
 Searching for the parallel growth of cities,1177931490495030288,2007,e
Simulating sprawl,14850041511135646881,2006,mo
 Progress in research on Chinese urbanization,18191752983865903787,2012,th
 Spatial structure evolution of urban agglomerations and its driving factors in mainland China: From the monocentric to the polycentric dimension,10449539369339120208,2019,e
"Urban Development in the United States, 1690‐1990",1906815497775605533,2000,e
 中国省际及主要旅游城市旅游规模,10264673240524786617,NA,NA
 Self-organization and the city,4791510631210151241,2009,th
US city size distribution revisited: Theory and empirical evidence,18120797304021232512,2015,e
 Geografía física y poblamiento en la Costa Caribe colombiana,9908373939199386186,2006,e
Spatial dependence in the rank-size distribution of cities–weak but not negligible,9127393691367829488,2021,e
Crescimento econômico das cidades nordestinas: um enfoque da nova geografia econômica,14176483838779682592,2004,th
On the distribution of city sizes,4974321661990268687,2008,th
 The empirical relevance of geographical economics,17378932271742071426,2008,th
Externalities and cities,10606138953655836125,2001,mo
Biodiversity impacts and conservation implications of urban land expansion projected to 2050,2482373504853991863,2022,e
"The long way to tipperary: City size and worldwide urban population trends, 1950–2030",17240271230966596177,2020,e
Change in urban concentration and economic growth,16739825216711125936,2018,e
"Rank-size city dynamics in China and India, 1981–2004",17048657924170910232,2012,e
Gibrat's law for (all) cities: Comment,17937477568230308664,2009,th
'Ghost citizens': Using notches to identify manipulation of population-based grants,72686575097631826,2017,e
Is Mexico City polycentric? A trip attraction capacity approach,17320428119924020951,2009,mo
"Power laws, Pareto distributions and Zipf's law",17274245351994721995,2005,mo
" Urbanization, regional development and governance in China",1126784489212491376,2018,e
"Assessment on the urbanization strategy in China: Achievements, challenges and reflections",792630520485550248,2018,th
 Modelling spatial and temporal urban growth,1563457611035338006,2003,mo
 Urban and regional dynamics in Poland,11470010367461947977,2000,e
 Central place theory and Zipf's law,4339546734322955452,2008,mo
Agent-based models–because they're worth it?,1334384957061324129,2011,th
Metropolisation: The winding road toward the citification of the region,8302779614550179257,2021,th
A diffusion model for growth stocks,7468887842259055044,2004,mo
China's development policies and city size distribution: An analysis based on Zipf's law,12714877196557477625,2017,e
Zipf's law and Canadian urban growth,5314577806673084220,2014,e
Deviations from Zipf's law for American cities: an empirical examination,3050723547201103527,2011,e
Did Zipf's Law hold for Chinese cities and why? Evidence from multi-source data,16239007147729711103,2021,e
" La distribución empírica del tamaño de las ciudades en España, 1900-2001.¿ Quién verifica la ley de Zipf?",18019567251018666138,2010,e
Urban growth,18358791071770823923,1997,mo
Zipf's Law and the Growth of Cities,2111452780981192346,1999,mo
Intelligibility and first passage times in complex urban networks,2150219681908523569,2008,me
The size distribution of cities in China: Evolution of urban system and deviations from Zipf's law,8544099111242888600,2020,e
Benchmarking of world cities through self-organizing maps,7313041182301662079,2013,mo
Urban and regional growth,6985959429431628398,2000,mo
 Urban economics,6242559173582577925,1978,th
 Urbanization and economic development,553322584840392015,2003,mo
Is India's manufacturing sector moving away from cities?,1813572274136969876,2012,e
The rank-size distribution of cities in South Africa,7844118686872856023,2022,e
University decentralization as regional policy: the Swedish experiment,12836742042190219478,2004,e
Анализ и моделирование тенденций развития системы территориального расселения в России,16862899537796435294,2019,NA
"An urban geography of the Roman world, 100 BC to AD 300",13333588006978218054,2016,e
SIMPOP: a multiagent system for the study of urbanism,1995652142541030470,1997,mo
 Primacy and economic development: bell-shaped or parallel growth of cities?,4229365733971561913,1999,e
Identifying the sources of local productivity growth,8763820163061902712,2004,e
What do analyses of city size distributions have in common?,6884104718727421665,2022,th
Central place theory and its reemergence in regional science,538155102304944623,2012,th
The emergence of Zipf's Law in a system of cities: An agent-based simulation approach,4753882670924036732,2007,mo
 Mondialisation et système de villes: les entreprises étrangères et l'évolution des agglomérations sud-africaines,1306293523429143608,2005,e
 Geography and development: a world regional approach,4102794375174577132,1989,th
On rank-size distributions of cities: an ecological approach,11230747777434348912,1969,th
The rise of the skilled city ,15227740470624352603,2004,th
A morphological approach to predicting urban expansion,8416832593555362865,2014,mo
 Analysis of urban growth and sprawl from remote sensing data,5774506474328398085,2010,e
 Mapping hierarchical urban boundaries for global urban settlements,874680920784380398,2021,e
The global ocean size spectrum from bacteria to whales,3785666191865533593,2021,e
 环鄱阳湖城市群城市规模结构演变特征,13464918026312651373,2013,NA
"An urban growth boundary model using neural networks, GIS and radial parameterization: An application to Tehran, Iran",9369278623484295781,2011,mo
" Urban evolutions: The still, the slow, and the fast",3378210405266770912,NA,e
 Towers of capital: Office markets and international financial services,6786925359057118390,2009,e
"Technology spillovers, agglomeration, and regional economic development",6825571617400119509,2005,e
International diversification: An extreme value approach,1529603672654277138,2012,mo
Effects of successful adoption of information technology enabled services in proposed smart cities of India: From user experience perspective,1501479337602542298,2018,e
Evidence on the political economy of the urbanization process,14075965959495493957,2003,e
The size ranking of cities in Germany: caught by a MAUP?,16997747002798868681,2019,me
Employment concentration across US counties,11040045682749001282,2006,e
Productivity and agglomeration economies in Chinese cities,17502723937858366307,2009,e
 Zipf's Law everywhere.,3497658534990730646,2002,th
Uneven landscapes and city size distributions,6197816933881795525,2013,e
Agglomeration and innovation,13537621376491599468,2015,mo
The end of a paradigm: is Zipf's law universal?,5892417590854652508,2011,th
Growth and change in the analysis of rank—size distributions: Empirical findings,17908190054947458434,1980,e
On spatial dynamics,5545933370374541435,2010,th
Urban quality of life and public policy: A survey,12573208829119870889,2004,th
"Cities, hinterlands and agglomeration shadows: Spatial developments in Finland during 1880–2004",924864918325159045,2010,e
Cities in transition,12321961102229078645,2012,th
Disaggregated population migration trends in South Africa between 1996 and 2011: A differential urbanisation approach,11979383551541287393,2015,e
"Departures from Gibrat's law, discontinuities and city size distributions",1270656474365541855,2007,e
Beijing or Shanghai? The strategic location choice of large MNEs' host-country headquarters in China,2916921364757193918,2013,e
 Cities in the developing world,5649254497994948883,2005,th
Polycentric development in the Cape Town city-region: Empirical assessment and consideration of spatial policy implications,2362743804772882463,2015,e
 Frontiers of the new economic geography,15007231036342430081,2005,th
Zipf's law for cities in the regions and the country,3456332305806637386,2011,e
The impact of competition on prices with numerous firms,4572528456815346761,2016,mo
 120 million agents self-organize into 6 million firms: A model of the US private sector,7796264158516670913,2016,mo
Top lights: Bright cities and their contribution to economic development,5055483641220204201,2022,e
"Productive cities: Sorting, selection, and agglomeration",993929289467126562,2014,mo
Effects of heterogeneity in residential preferences on an agent-based model of urban sprawl,12509024152498287097,2006,mo
"Knowledge repositories in knowledge cities: institutions, conventions and knowledge subnetworks",14344480486533719018,2004,e
Changes at the top: a cross-country examination over the 20th century of the rise (and fall) in rank of the top cities in national urban hierarchies,2233253983117656761,2010,e
Gibrat's law for cities: uniformly most powerful unbiased test of the Pareto against the lognormal,16522941713176554943,2009,me
 Europe in an Asian mirror: The great divergence,11234388228225567377,2010,e
" PIDE School of Economics Pakistan Institute of Development Economics, Islamabad",2243013674026416099,NA,NA
Pour une théorie évolutive des villes,14847187873972448317,1997,th
La croissance urbaine: déterminisme vs bruits,4165402440306903557,2012,mo
 Capital cities: Varieties and patterns of development and relocation,1709473971728943076,2018,e
"Polycentric agglomeration, market integration and green economic efficiency",8205826668220584469,2021,mo
" Urbanization, agglomeration, and economic development",18149867808419005622,2009,mo
"Cities, lights, and skills in developing economies",1012190070803539885,2021,e
Contemporary evolution and scaling of 32 major cities in China,4944902495494561720,2018,e
Of hype and hyperbolas: introducing the new economic geography,16898815963914258798,2001,th
The evolution of US city size distribution from a long‐term perspective (1900–2000),17331989439444611542,2010,e
 Describing the distribution of engagement in an Internet support group by post frequency: A comparison of the 90-9-1 Principle and Zipf's Law,13631829842597487273,2014,e
"Scaling laws in urban geography. Linkages with urban theories, challenges and limitations",12204311509202957621,2020,th
Pareto's law and sample size: a case study of China's urban system 1984–2008,8470224166405986380,2013,e
Trade openness and urban concentration: New evidence,7808891492612362498,2006,e
